ID,SDC_GENDER,SDC_INCOME
SYN_58627922,1,8
SYN_58627923,2,7
SYN_58627924,2,3
SYN_58627925,2,3
SYN_58627926,1,2
SYN_58627927,2,3
SYN_58627928,2,6
SYN_58627929,2,4
SYN_58627930,2,5
SYN_58627931,2,4
SYN_58627932,2,6
SYN_58627933,1,3
SYN_58627934,1,6
SYN_58627935,2,3
SYN_58627936,2,8
SYN_58627937,1,8
SYN_58627938,2,4
SYN_58627939,1,6
SYN_58627940,1,5
SYN_58627941,2,4
SYN_58627942,2,5
SYN_58627943,2,NA
SYN_58627944,1,5
SYN_58627945,2,8
SYN_58627946,2,3
SYN_58627947,2,NA
SYN_58627948,1,4
SYN_58627949,2,NA
SYN_58627950,2,2
SYN_58627951,2,8
SYN_58627952,1,4
SYN_58627953,1,7
SYN_58627954,2,2
SYN_58627955,2,4
SYN_58627956,2,7
SYN_58627957,1,4
SYN_58627958,2,6
SYN_58627959,2,2
SYN_58627960,2,5
SYN_58627961,2,2
SYN_58627962,2,4
SYN_58627963,2,NA
SYN_58627964,1,6
SYN_58627965,2,5
SYN_58627966,2,6
SYN_58627967,2,4
SYN_58627968,2,4
SYN_58627969,1,6
SYN_58627970,2,6
SYN_58627971,2,8
SYN_58627972,2,6
SYN_58627973,2,8
SYN_58627974,2,6
SYN_58627975,2,5
SYN_58627976,2,4
SYN_58627977,2,4
SYN_58627978,2,6
SYN_58627979,2,3
SYN_58627980,2,5
SYN_58627981,2,8
SYN_58627982,2,6
SYN_58627983,1,5
SYN_58627984,1,5
SYN_58627985,2,7
SYN_58627986,2,6
SYN_58627987,2,4
SYN_58627988,1,7
SYN_58627989,2,6
SYN_58627990,2,8
SYN_58627991,2,7
SYN_58627992,1,4
SYN_58627993,1,8
SYN_58627994,2,8
SYN_58627995,1,6
SYN_58627996,1,8
SYN_58627997,2,4
SYN_58627998,1,4
SYN_58627999,2,8
SYN_58628000,2,1
SYN_58628001,1,7
SYN_58628002,1,4
SYN_58628003,2,6
SYN_58628004,1,8
SYN_58628005,2,3
SYN_58628006,2,3
SYN_58628007,2,4
SYN_58628008,2,4
SYN_58628009,2,2
SYN_58628010,2,6
SYN_58628011,2,5
SYN_58628012,1,5
SYN_58628013,1,4
SYN_58628014,2,7
SYN_58628015,2,5
SYN_58628016,2,4
SYN_58628017,1,8
SYN_58628018,1,3
SYN_58628019,2,3
SYN_58628020,2,2
SYN_58628021,2,7
SYN_58628022,2,3
SYN_58628023,1,6
SYN_58628024,2,4
SYN_58628025,1,5
SYN_58628026,2,NA
SYN_58628027,1,5
SYN_58628028,2,6
SYN_58628029,2,8
SYN_58628030,1,7
SYN_58628031,2,8
SYN_58628032,2,4
SYN_58628033,2,4
SYN_58628034,2,4
SYN_58628035,2,NA
SYN_58628036,1,6
SYN_58628037,1,5
SYN_58628038,2,5
SYN_58628039,2,6
SYN_58628040,2,5
SYN_58628041,1,6
SYN_58628042,2,7
SYN_58628043,2,4
SYN_58628044,2,5
SYN_58628045,1,4
SYN_58628046,2,4
SYN_58628047,2,6
SYN_58628048,1,7
SYN_58628049,2,6
SYN_58628050,2,5
SYN_58628051,2,4
SYN_58628052,2,6
SYN_58628053,2,7
SYN_58628054,2,5
SYN_58628055,1,3
SYN_58628056,2,3
SYN_58628057,2,5
SYN_58628058,1,8
SYN_58628059,1,5
SYN_58628060,2,7
SYN_58628061,1,7
SYN_58628062,2,5
SYN_58628063,1,6
SYN_58628064,1,6
SYN_58628065,2,7
SYN_58628066,1,6
SYN_58628067,2,8
SYN_58628068,2,NA
SYN_58628069,1,8
SYN_58628070,2,4
SYN_58628071,2,6
SYN_58628072,2,7
SYN_58628073,2,6
SYN_58628074,1,6
SYN_58628075,2,NA
SYN_58628076,2,8
SYN_58628077,2,6
SYN_58628078,2,NA
SYN_58628079,1,3
SYN_58628080,2,6
SYN_58628081,1,6
SYN_58628082,2,3
SYN_58628083,2,6
SYN_58628084,2,3
SYN_58628085,2,8
SYN_58628086,1,7
SYN_58628087,1,7
SYN_58628088,1,4
SYN_58628089,2,4
SYN_58628090,1,5
SYN_58628091,2,3
SYN_58628092,1,5
SYN_58628093,2,4
SYN_58628094,2,3
SYN_58628095,2,NA
SYN_58628096,2,4
SYN_58628097,1,6
SYN_58628098,1,6
SYN_58628099,2,8
SYN_58628100,2,3
SYN_58628101,2,4
SYN_58628102,2,4
SYN_58628103,1,3
SYN_58628104,2,4
SYN_58628105,2,2
SYN_58628106,2,3
SYN_58628107,2,3
SYN_58628108,2,8
SYN_58628109,2,6
SYN_58628110,2,5
SYN_58628111,2,3
SYN_58628112,2,NA
SYN_58628113,1,NA
SYN_58628114,1,7
SYN_58628115,1,5
SYN_58628116,2,7
SYN_58628117,1,3
SYN_58628118,2,8
SYN_58628119,2,3
SYN_58628120,1,3
SYN_58628121,2,4
SYN_58628122,2,4
SYN_58628123,2,NA
SYN_58628124,2,4
SYN_58628125,2,3
SYN_58628126,2,4
SYN_58628127,1,4
SYN_58628128,2,6
SYN_58628129,1,6
SYN_58628130,2,5
SYN_58628131,2,6
SYN_58628132,2,7
SYN_58628133,2,5
SYN_58628134,1,4
SYN_58628135,1,6
SYN_58628136,2,7
SYN_58628137,2,3
SYN_58628138,2,6
SYN_58628139,1,6
SYN_58628140,2,NA
SYN_58628141,2,3
SYN_58628142,1,5
SYN_58628143,2,7
SYN_58628144,2,8
SYN_58628145,1,4
SYN_58628146,1,4
SYN_58628147,2,5
SYN_58628148,2,3
SYN_58628149,1,3
SYN_58628150,2,6
SYN_58628151,2,2
SYN_58628152,2,4
SYN_58628153,2,4
SYN_58628154,2,4
SYN_58628155,2,7
SYN_58628156,2,7
SYN_58628157,2,3
SYN_58628158,1,7
SYN_58628159,2,7
SYN_58628160,1,7
SYN_58628161,2,7
SYN_58628162,2,7
SYN_58628163,2,4
SYN_58628164,2,4
SYN_58628165,1,6
SYN_58628166,1,NA
SYN_58628167,2,2
SYN_58628168,2,6
SYN_58628169,1,4
SYN_58628170,2,7
SYN_58628171,1,6
SYN_58628172,2,3
SYN_58628173,2,2
SYN_58628174,1,6
SYN_58628175,1,8
SYN_58628176,2,7
SYN_58628177,1,5
SYN_58628178,1,8
SYN_58628179,2,5
SYN_58628180,2,7
SYN_58628181,1,8
SYN_58628182,2,4
SYN_58628183,1,4
SYN_58628184,2,3
SYN_58628185,2,7
SYN_58628186,2,8
SYN_58628187,1,5
SYN_58628188,1,6
SYN_58628189,2,5
SYN_58628190,2,8
SYN_58628191,2,4
SYN_58628192,1,4
SYN_58628193,2,3
SYN_58628194,2,2
SYN_58628195,2,7
SYN_58628196,2,5
SYN_58628197,1,NA
SYN_58628198,2,8
SYN_58628199,1,6
SYN_58628200,1,5
SYN_58628201,2,5
SYN_58628202,2,3
SYN_58628203,2,6
SYN_58628204,2,5
SYN_58628205,2,3
SYN_58628206,2,6
SYN_58628207,1,8
SYN_58628208,1,3
SYN_58628209,2,6
SYN_58628210,1,6
SYN_58628211,2,8
SYN_58628212,1,6
SYN_58628213,2,4
SYN_58628214,1,6
SYN_58628215,2,4
SYN_58628216,2,8
SYN_58628217,2,4
SYN_58628218,2,3
SYN_58628219,1,4
SYN_58628220,2,6
SYN_58628221,2,NA
SYN_58628222,1,5
SYN_58628223,2,NA
SYN_58628224,2,4
SYN_58628225,1,4
SYN_58628226,2,6
SYN_58628227,1,3
SYN_58628228,2,4
SYN_58628229,2,3
SYN_58628230,2,6
SYN_58628231,2,2
SYN_58628232,2,7
SYN_58628233,2,7
SYN_58628234,1,6
SYN_58628235,2,3
SYN_58628236,2,NA
SYN_58628237,2,NA
SYN_58628238,2,2
SYN_58628239,2,8
SYN_58628240,2,4
SYN_58628241,2,4
SYN_58628242,2,3
SYN_58628243,2,5
SYN_58628244,2,2
SYN_58628245,1,8
SYN_58628246,2,4
SYN_58628247,2,5
SYN_58628248,2,6
SYN_58628249,1,6
SYN_58628250,1,3
SYN_58628251,2,6
SYN_58628252,2,6
SYN_58628253,2,3
SYN_58628254,2,2
SYN_58628255,2,4
SYN_58628256,2,5
SYN_58628257,2,3
SYN_58628258,2,6
SYN_58628259,1,4
SYN_58628260,2,4
SYN_58628261,1,8
SYN_58628262,2,7
SYN_58628263,2,7
SYN_58628264,1,1
SYN_58628265,1,8
SYN_58628266,2,NA
SYN_58628267,2,1
SYN_58628268,1,6
SYN_58628269,2,7
SYN_58628270,2,5
SYN_58628271,1,6
SYN_58628272,2,6
SYN_58628273,1,6
SYN_58628274,2,8
SYN_58628275,2,2
SYN_58628276,2,3
SYN_58628277,1,8
SYN_58628278,1,NA
SYN_58628279,2,6
SYN_58628280,2,6
SYN_58628281,2,5
SYN_58628282,2,7
SYN_58628283,2,6
SYN_58628284,2,5
SYN_58628285,2,6
SYN_58628286,2,7
SYN_58628287,2,3
SYN_58628288,2,5
SYN_58628289,2,4
SYN_58628290,2,6
SYN_58628291,1,8
SYN_58628292,1,5
SYN_58628293,2,4
SYN_58628294,2,6
SYN_58628295,1,7
SYN_58628296,1,4
SYN_58628297,2,6
SYN_58628298,2,8
SYN_58628299,1,3
SYN_58628300,1,6
SYN_58628301,1,8
SYN_58628302,1,3
SYN_58628303,1,8
SYN_58628304,2,7
SYN_58628305,2,3
SYN_58628306,2,5
SYN_58628307,2,4
SYN_58628308,1,6
SYN_58628309,2,8
SYN_58628310,1,7
SYN_58628311,2,3
SYN_58628312,2,NA
SYN_58628313,1,5
SYN_58628314,2,8
SYN_58628315,1,7
SYN_58628316,2,8
SYN_58628317,2,3
SYN_58628318,1,3
SYN_58628319,2,6
SYN_58628320,2,8
SYN_58628321,2,5
SYN_58628322,1,6
SYN_58628323,2,7
SYN_58628324,2,2
SYN_58628325,2,7
SYN_58628326,2,7
SYN_58628327,2,3
SYN_58628328,2,8
SYN_58628329,2,5
SYN_58628330,2,NA
SYN_58628331,2,6
SYN_58628332,1,6
SYN_58628333,1,4
SYN_58628334,2,6
SYN_58628335,2,6
SYN_58628336,1,5
SYN_58628337,2,6
SYN_58628338,2,3
SYN_58628339,1,8
SYN_58628340,2,5
SYN_58628341,1,6
SYN_58628342,2,6
SYN_58628343,2,8
SYN_58628344,2,5
SYN_58628345,1,8
SYN_58628346,1,7
SYN_58628347,1,4
SYN_58628348,2,2
SYN_58628349,2,6
SYN_58628350,2,8
SYN_58628351,2,6
SYN_58628352,2,7
SYN_58628353,1,8
SYN_58628354,2,NA
SYN_58628355,2,NA
SYN_58628356,1,4
SYN_58628357,2,4
SYN_58628358,1,8
SYN_58628359,2,4
SYN_58628360,2,6
SYN_58628361,2,5
SYN_58628362,1,8
SYN_58628363,2,NA
SYN_58628364,1,3
SYN_58628365,1,6
SYN_58628366,1,4
SYN_58628367,2,2
SYN_58628368,1,6
SYN_58628369,2,2
SYN_58628370,2,7
SYN_58628371,2,NA
SYN_58628372,2,7
SYN_58628373,1,4
SYN_58628374,2,6
SYN_58628375,2,5
SYN_58628376,2,4
SYN_58628377,2,2
SYN_58628378,2,5
SYN_58628379,2,5
SYN_58628380,2,2
SYN_58628381,1,3
SYN_58628382,2,6
SYN_58628383,2,6
SYN_58628384,1,5
SYN_58628385,1,NA
SYN_58628386,1,4
SYN_58628387,2,8
SYN_58628388,2,6
SYN_58628389,2,2
SYN_58628390,1,6
SYN_58628391,2,2
SYN_58628392,2,8
SYN_58628393,1,6
SYN_58628394,2,6
SYN_58628395,2,3
SYN_58628396,2,4
SYN_58628397,1,5
SYN_58628398,2,4
SYN_58628399,2,4
SYN_58628400,2,8
SYN_58628401,2,7
SYN_58628402,2,6
SYN_58628403,2,3
SYN_58628404,2,5
SYN_58628405,2,5
SYN_58628406,2,3
SYN_58628407,2,8
SYN_58628408,2,4
SYN_58628409,2,7
SYN_58628410,2,7
SYN_58628411,1,5
SYN_58628412,1,3
SYN_58628413,2,3
SYN_58628414,2,5
SYN_58628415,1,4
SYN_58628416,1,5
SYN_58628417,2,6
SYN_58628418,1,4
SYN_58628419,2,4
SYN_58628420,2,6
SYN_58628421,2,5
SYN_58628422,2,8
SYN_58628423,2,7
SYN_58628424,2,6
SYN_58628425,2,2
SYN_58628426,2,4
SYN_58628427,2,5
SYN_58628428,1,7
SYN_58628429,2,8
SYN_58628430,2,5
SYN_58628431,2,3
SYN_58628432,2,6
SYN_58628433,2,7
SYN_58628434,2,4
SYN_58628435,1,3
SYN_58628436,1,NA
SYN_58628437,2,4
SYN_58628438,1,6
SYN_58628439,2,6
SYN_58628440,2,3
SYN_58628441,2,NA
SYN_58628442,1,5
SYN_58628443,1,8
SYN_58628444,2,4
SYN_58628445,2,3
SYN_58628446,2,4
SYN_58628447,1,6
SYN_58628448,1,6
SYN_58628449,2,2
SYN_58628450,2,7
SYN_58628451,1,8
SYN_58628452,1,6
SYN_58628453,2,4
SYN_58628454,2,4
SYN_58628455,2,6
SYN_58628456,2,8
SYN_58628457,1,NA
SYN_58628458,2,3
SYN_58628459,2,2
SYN_58628460,2,3
SYN_58628461,1,8
SYN_58628462,1,6
SYN_58628463,2,2
SYN_58628464,1,6
SYN_58628465,2,3
SYN_58628466,1,5
SYN_58628467,2,7
SYN_58628468,2,4
SYN_58628469,2,4
SYN_58628470,2,4
SYN_58628471,2,5
SYN_58628472,2,6
SYN_58628473,2,2
SYN_58628474,2,3
SYN_58628475,1,6
SYN_58628476,2,6
SYN_58628477,1,2
SYN_58628478,1,8
SYN_58628479,2,3
SYN_58628480,2,3
SYN_58628481,2,7
SYN_58628482,1,5
SYN_58628483,1,5
SYN_58628484,1,4
SYN_58628485,1,6
SYN_58628486,1,5
SYN_58628487,1,6
SYN_58628488,2,8
SYN_58628489,1,6
SYN_58628490,2,5
SYN_58628491,2,5
SYN_58628492,2,3
SYN_58628493,2,6
SYN_58628494,1,4
SYN_58628495,1,3
SYN_58628496,2,5
SYN_58628497,2,NA
SYN_58628498,1,6
SYN_58628499,2,6
SYN_58628500,2,NA
SYN_58628501,1,4
SYN_58628502,2,6
SYN_58628503,1,8
SYN_58628504,1,8
SYN_58628505,1,4
SYN_58628506,1,6
SYN_58628507,2,5
SYN_58628508,2,7
SYN_58628509,1,6
SYN_58628510,2,3
SYN_58628511,2,NA
SYN_58628512,2,4
SYN_58628513,1,8
SYN_58628514,2,3
SYN_58628515,1,3
SYN_58628516,2,6
SYN_58628517,2,8
SYN_58628518,2,3
SYN_58628519,2,1
SYN_58628520,1,7
SYN_58628521,2,8
SYN_58628522,2,4
SYN_58628523,1,3
SYN_58628524,2,NA
SYN_58628525,2,4
SYN_58628526,2,7
SYN_58628527,2,6
SYN_58628528,2,8
SYN_58628529,1,8
SYN_58628530,2,6
SYN_58628531,1,6
SYN_58628532,1,NA
SYN_58628533,2,4
SYN_58628534,2,5
SYN_58628535,2,3
SYN_58628536,2,8
SYN_58628537,1,6
SYN_58628538,2,4
SYN_58628539,2,4
SYN_58628540,2,4
SYN_58628541,2,3
SYN_58628542,2,3
SYN_58628543,2,4
SYN_58628544,2,3
SYN_58628545,2,6
SYN_58628546,2,4
SYN_58628547,2,7
SYN_58628548,1,6
SYN_58628549,2,NA
SYN_58628550,1,6
SYN_58628551,1,5
SYN_58628552,2,5
SYN_58628553,2,NA
SYN_58628554,1,5
SYN_58628555,2,8
SYN_58628556,2,NA
SYN_58628557,2,3
SYN_58628558,2,5
SYN_58628559,1,3
SYN_58628560,1,8
SYN_58628561,1,6
SYN_58628562,2,8
SYN_58628563,2,3
SYN_58628564,2,8
SYN_58628565,2,2
SYN_58628566,2,7
SYN_58628567,2,8
SYN_58628568,2,2
SYN_58628569,1,8
SYN_58628570,2,3
SYN_58628571,1,2
SYN_58628572,2,6
SYN_58628573,2,8
SYN_58628574,1,6
SYN_58628575,1,3
SYN_58628576,2,NA
SYN_58628577,2,6
SYN_58628578,2,6
SYN_58628579,2,3
SYN_58628580,1,3
SYN_58628581,2,6
SYN_58628582,1,6
SYN_58628583,2,6
SYN_58628584,1,6
SYN_58628585,2,5
SYN_58628586,2,2
SYN_58628587,2,6
SYN_58628588,2,3
SYN_58628589,2,5
SYN_58628590,1,5
SYN_58628591,2,3
SYN_58628592,2,7
SYN_58628593,2,6
SYN_58628594,2,8
SYN_58628595,1,4
SYN_58628596,1,8
SYN_58628597,2,6
SYN_58628598,2,7
SYN_58628599,1,3
SYN_58628600,2,6
SYN_58628601,2,4
SYN_58628602,1,6
SYN_58628603,1,6
SYN_58628604,2,6
SYN_58628605,1,5
SYN_58628606,1,3
SYN_58628607,2,7
SYN_58628608,1,6
SYN_58628609,2,7
SYN_58628610,1,8
SYN_58628611,2,3
SYN_58628612,2,4
SYN_58628613,1,5
SYN_58628614,2,7
SYN_58628615,1,3
SYN_58628616,2,NA
SYN_58628617,1,7
SYN_58628618,2,5
SYN_58628619,2,5
SYN_58628620,1,6
SYN_58628621,2,7
SYN_58628622,1,6
SYN_58628623,2,6
SYN_58628624,2,6
SYN_58628625,1,3
SYN_58628626,2,4
SYN_58628627,2,NA
SYN_58628628,2,6
SYN_58628629,2,7
SYN_58628630,1,5
SYN_58628631,2,7
SYN_58628632,1,7
SYN_58628633,2,3
SYN_58628634,1,5
SYN_58628635,2,4
SYN_58628636,2,4
SYN_58628637,1,7
SYN_58628638,2,6
SYN_58628639,1,3
SYN_58628640,2,3
SYN_58628641,2,6
SYN_58628642,2,7
SYN_58628643,2,5
SYN_58628644,1,5
SYN_58628645,2,6
SYN_58628646,2,7
SYN_58628647,1,5
SYN_58628648,2,5
SYN_58628649,2,4
SYN_58628650,2,2
SYN_58628651,1,6
SYN_58628652,2,6
SYN_58628653,2,6
SYN_58628654,2,6
SYN_58628655,2,3
SYN_58628656,1,8
SYN_58628657,2,7
SYN_58628658,2,4
SYN_58628659,1,4
SYN_58628660,2,6
SYN_58628661,2,4
SYN_58628662,2,7
SYN_58628663,2,NA
SYN_58628664,2,4
SYN_58628665,2,NA
SYN_58628666,2,3
SYN_58628667,1,3
SYN_58628668,2,6
SYN_58628669,2,7
SYN_58628670,2,7
SYN_58628671,2,6
SYN_58628672,2,6
SYN_58628673,1,6
SYN_58628674,2,8
SYN_58628675,1,6
SYN_58628676,2,6
SYN_58628677,1,4
SYN_58628678,2,5
SYN_58628679,2,4
SYN_58628680,2,5
SYN_58628681,2,5
SYN_58628682,2,6
SYN_58628683,2,6
SYN_58628684,2,2
SYN_58628685,2,6
SYN_58628686,2,6
SYN_58628687,2,6
SYN_58628688,1,3
SYN_58628689,2,3
SYN_58628690,2,8
SYN_58628691,1,NA
SYN_58628692,2,3
SYN_58628693,2,5
SYN_58628694,2,6
SYN_58628695,1,2
SYN_58628696,1,3
SYN_58628697,2,3
SYN_58628698,2,6
SYN_58628699,2,7
SYN_58628700,2,8
SYN_58628701,2,3
SYN_58628702,2,8
SYN_58628703,2,4
SYN_58628704,1,3
SYN_58628705,1,8
SYN_58628706,1,NA
SYN_58628707,2,8
SYN_58628708,2,7
SYN_58628709,2,6
SYN_58628710,2,2
SYN_58628711,2,4
SYN_58628712,2,5
SYN_58628713,2,8
SYN_58628714,1,6
SYN_58628715,1,5
SYN_58628716,2,2
SYN_58628717,2,4
SYN_58628718,2,NA
SYN_58628719,1,6
SYN_58628720,2,8
SYN_58628721,1,6
SYN_58628722,2,4
SYN_58628723,2,6
SYN_58628724,1,6
SYN_58628725,2,NA
SYN_58628726,1,3
SYN_58628727,2,3
SYN_58628728,2,8
SYN_58628729,2,NA
SYN_58628730,1,5
SYN_58628731,1,4
SYN_58628732,1,NA
SYN_58628733,2,7
SYN_58628734,2,8
SYN_58628735,2,5
SYN_58628736,2,5
SYN_58628737,2,NA
SYN_58628738,1,6
SYN_58628739,2,6
SYN_58628740,2,1
SYN_58628741,1,6
SYN_58628742,2,4
SYN_58628743,1,8
SYN_58628744,2,5
SYN_58628745,1,3
SYN_58628746,2,5
SYN_58628747,1,8
SYN_58628748,2,6
SYN_58628749,2,2
SYN_58628750,1,8
SYN_58628751,2,8
SYN_58628752,2,7
SYN_58628753,1,3
SYN_58628754,2,5
SYN_58628755,2,3
SYN_58628756,1,4
SYN_58628757,2,5
SYN_58628758,2,7
SYN_58628759,2,7
SYN_58628760,2,7
SYN_58628761,1,5
SYN_58628762,1,6
SYN_58628763,2,3
SYN_58628764,2,7
SYN_58628765,2,5
SYN_58628766,1,5
SYN_58628767,1,6
SYN_58628768,1,NA
SYN_58628769,1,5
SYN_58628770,2,3
SYN_58628771,1,5
SYN_58628772,2,7
SYN_58628773,2,5
SYN_58628774,2,7
SYN_58628775,2,6
SYN_58628776,1,8
SYN_58628777,1,8
SYN_58628778,2,8
SYN_58628779,1,5
SYN_58628780,2,5
SYN_58628781,2,6
SYN_58628782,2,5
SYN_58628783,2,NA
SYN_58628784,1,6
SYN_58628785,2,7
SYN_58628786,2,5
SYN_58628787,2,NA
SYN_58628788,1,5
SYN_58628789,1,8
SYN_58628790,1,5
SYN_58628791,2,6
SYN_58628792,1,5
SYN_58628793,1,6
SYN_58628794,2,2
SYN_58628795,1,5
SYN_58628796,2,7
SYN_58628797,1,NA
SYN_58628798,2,3
SYN_58628799,2,3
SYN_58628800,2,6
SYN_58628801,2,4
SYN_58628802,2,7
SYN_58628803,2,3
SYN_58628804,1,8
SYN_58628805,2,4
SYN_58628806,2,8
SYN_58628807,2,5
SYN_58628808,2,3
SYN_58628809,1,4
SYN_58628810,2,7
SYN_58628811,1,7
SYN_58628812,2,4
SYN_58628813,2,3
SYN_58628814,2,2
SYN_58628815,2,7
SYN_58628816,2,3
SYN_58628817,2,3
SYN_58628818,2,2
SYN_58628819,1,8
SYN_58628820,2,7
SYN_58628821,2,3
SYN_58628822,1,8
SYN_58628823,1,8
SYN_58628824,1,5
SYN_58628825,2,8
SYN_58628826,1,3
SYN_58628827,2,3
SYN_58628828,2,4
SYN_58628829,1,4
SYN_58628830,2,4
SYN_58628831,2,8
SYN_58628832,2,7
SYN_58628833,2,5
SYN_58628834,2,6
SYN_58628835,2,5
SYN_58628836,2,2
SYN_58628837,2,5
SYN_58628838,2,5
SYN_58628839,2,7
SYN_58628840,2,7
SYN_58628841,2,5
SYN_58628842,1,7
SYN_58628843,1,6
SYN_58628844,2,7
SYN_58628845,2,6
SYN_58628846,2,3
SYN_58628847,1,7
SYN_58628848,2,6
SYN_58628849,1,5
SYN_58628850,2,4
SYN_58628851,1,5
SYN_58628852,2,5
SYN_58628853,2,6
SYN_58628854,1,2
SYN_58628855,2,3
SYN_58628856,1,5
SYN_58628857,2,5
SYN_58628858,2,5
SYN_58628859,2,5
SYN_58628860,1,5
SYN_58628861,1,5
SYN_58628862,1,4
SYN_58628863,2,7
SYN_58628864,1,3
SYN_58628865,2,3
SYN_58628866,2,8
SYN_58628867,1,NA
SYN_58628868,2,5
SYN_58628869,2,6
SYN_58628870,2,6
SYN_58628871,2,6
SYN_58628872,2,4
SYN_58628873,1,5
SYN_58628874,1,6
SYN_58628875,2,5
SYN_58628876,2,5
SYN_58628877,2,5
SYN_58628878,2,8
SYN_58628879,2,6
SYN_58628880,2,8
SYN_58628881,2,7
SYN_58628882,2,NA
SYN_58628883,1,NA
SYN_58628884,1,4
SYN_58628885,2,NA
SYN_58628886,2,7
SYN_58628887,2,2
SYN_58628888,2,NA
SYN_58628889,2,5
SYN_58628890,1,4
SYN_58628891,1,1
SYN_58628892,2,8
SYN_58628893,2,8
SYN_58628894,1,6
SYN_58628895,1,3
SYN_58628896,1,5
SYN_58628897,1,6
SYN_58628898,1,4
SYN_58628899,2,4
SYN_58628900,2,5
SYN_58628901,2,6
SYN_58628902,2,4
SYN_58628903,2,3
SYN_58628904,2,NA
SYN_58628905,1,7
SYN_58628906,2,8
SYN_58628907,1,6
SYN_58628908,2,6
SYN_58628909,2,4
SYN_58628910,2,7
SYN_58628911,2,6
SYN_58628912,2,7
SYN_58628913,1,4
SYN_58628914,2,5
SYN_58628915,2,8
SYN_58628916,1,5
SYN_58628917,2,6
SYN_58628918,2,4
SYN_58628919,2,4
SYN_58628920,1,NA
SYN_58628921,2,NA
SYN_58628922,1,7
SYN_58628923,1,8
SYN_58628924,2,4
SYN_58628925,2,8
SYN_58628926,2,8
SYN_58628927,2,5
SYN_58628928,2,7
SYN_58628929,1,6
SYN_58628930,2,6
SYN_58628931,2,3
SYN_58628932,2,7
SYN_58628933,2,NA
SYN_58628934,1,7
SYN_58628935,2,3
SYN_58628936,2,2
SYN_58628937,2,NA
SYN_58628938,1,6
SYN_58628939,1,8
SYN_58628940,2,3
SYN_58628941,2,6
SYN_58628942,1,8
SYN_58628943,2,4
SYN_58628944,1,8
SYN_58628945,2,3
SYN_58628946,1,3
SYN_58628947,2,7
SYN_58628948,2,3
SYN_58628949,1,3
SYN_58628950,2,5
SYN_58628951,2,3
SYN_58628952,2,NA
SYN_58628953,2,8
SYN_58628954,2,7
SYN_58628955,1,5
SYN_58628956,1,7
SYN_58628957,2,7
SYN_58628958,2,NA
SYN_58628959,2,6
SYN_58628960,2,6
SYN_58628961,2,NA
SYN_58628962,2,3
SYN_58628963,2,5
SYN_58628964,1,NA
SYN_58628965,2,7
SYN_58628966,2,8
SYN_58628967,1,8
SYN_58628968,1,6
SYN_58628969,2,8
SYN_58628970,2,5
SYN_58628971,2,4
SYN_58628972,1,5
SYN_58628973,2,8
SYN_58628974,2,5
SYN_58628975,2,5
SYN_58628976,2,NA
SYN_58628977,2,5
SYN_58628978,2,3
SYN_58628979,1,NA
SYN_58628980,1,6
SYN_58628981,1,6
SYN_58628982,1,5
SYN_58628983,2,3
SYN_58628984,2,8
SYN_58628985,2,6
SYN_58628986,2,4
SYN_58628987,2,4
SYN_58628988,2,3
SYN_58628989,2,6
SYN_58628990,1,6
SYN_58628991,2,8
SYN_58628992,1,2
SYN_58628993,1,8
SYN_58628994,2,NA
SYN_58628995,1,5
SYN_58628996,2,6
SYN_58628997,2,5
SYN_58628998,2,7
SYN_58628999,1,4
SYN_58629000,1,7
SYN_58629001,2,6
SYN_58629002,2,3
SYN_58629003,2,3
SYN_58629004,2,5
SYN_58629005,2,6
SYN_58629006,2,6
SYN_58629007,2,4
SYN_58629008,2,5
SYN_58629009,2,3
SYN_58629010,1,3
SYN_58629011,1,NA
SYN_58629012,2,1
SYN_58629013,2,6
SYN_58629014,1,6
SYN_58629015,2,4
SYN_58629016,1,4
SYN_58629017,2,6
SYN_58629018,2,4
SYN_58629019,1,7
SYN_58629020,2,6
SYN_58629021,2,5
SYN_58629022,2,6
SYN_58629023,2,4
SYN_58629024,2,NA
SYN_58629025,2,3
SYN_58629026,2,3
SYN_58629027,2,6
SYN_58629028,2,7
SYN_58629029,2,2
SYN_58629030,2,6
SYN_58629031,2,6
SYN_58629032,2,4
SYN_58629033,2,3
SYN_58629034,1,NA
SYN_58629035,1,6
SYN_58629036,2,6
SYN_58629037,1,5
SYN_58629038,2,7
SYN_58629039,2,4
SYN_58629040,2,4
SYN_58629041,1,6
SYN_58629042,1,6
SYN_58629043,2,7
SYN_58629044,2,8
SYN_58629045,2,4
SYN_58629046,2,5
SYN_58629047,1,4
SYN_58629048,2,5
SYN_58629049,1,NA
SYN_58629050,1,8
SYN_58629051,2,3
SYN_58629052,1,8
SYN_58629053,2,6
SYN_58629054,1,6
SYN_58629055,1,3
SYN_58629056,2,8
SYN_58629057,1,8
SYN_58629058,2,2
SYN_58629059,2,6
SYN_58629060,1,6
SYN_58629061,1,4
SYN_58629062,2,4
SYN_58629063,1,6
SYN_58629064,1,6
SYN_58629065,2,5
SYN_58629066,2,7
SYN_58629067,1,3
SYN_58629068,1,8
SYN_58629069,1,6
SYN_58629070,2,6
SYN_58629071,2,5
SYN_58629072,2,6
SYN_58629073,1,8
SYN_58629074,2,5
SYN_58629075,1,6
SYN_58629076,1,6
SYN_58629077,2,7
SYN_58629078,1,7
SYN_58629079,2,1
